5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,2,3,7,6,2,3,3,4,5,7,7,5,3,5,3,3,4,10,17
3,5,8,7,4,3,2,3,3,3,4,7,8,2,4,3,6,7,6,12
