5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,3,3,17,6,12,6,8,10,18,12,17,8,8,7,1,2,2,1,0
1,1,1,5,14,21,22,14,10,29,23,11,4,4,4,3,0,0,0,0
