,Unnamed: 0,Participant,GameID,Run,Trial,BalloonCount,PopPoint,Condition,P2,Fixation,Photo,NewBalloon,OutcomeScreen,Winner,Looking,SBRating,PressPump,ReleasePump,Tokens,CashIn,Pop,P2_PopPoint,P2_PressPump,P2_ReleasePump,P2_Tokens,P2_CashIn,P2_Pop,Onset,Dur,Restarted,HitBlockTime,Trigger,Break,Session,P2ID,Repeat,P2Repeat
0,0,74.0,22221.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90734863281e-06,2.29994893074,0.0,0.0,1.0,0.0,12,0,0,0
1,1,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303166866302,3.01271820068,0.0,0.0,0.0,0.0,12,0,0,0
2,2,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39721798897,0.0,0.0,0.0,0.0,0.0,12,0,0,0
3,3,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8914949894,2.7303249836,0.0,0.0,0.0,0.0,12,0,0,0
4,4,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69929003716,0.0,0.0,0.0,0.0,0.0,12,0,0,0
5,5,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38418579102e-05,0.0,1.0,0.0,0.0,0.0,12,0,0,0
6,6,74.0,22221.0,1.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86102294922e-06,2.3000421524,0.0,0.0,1.0,0.0,12,0,0,0
7,7,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146982908249,3.33183813095,0.0,0.0,0.0,0.0,12,0,0,0
8,8,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52231097221,0.0,0.0,0.0,0.0,0.0,12,0,0,0
9,9,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01827692986,3.60294604301,0.0,0.0,0.0,0.0,12,0,0,0
10,10,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68696808815,0.0,0.0,0.0,0.0,0.0,12,0,0,0
11,11,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67426490784,0.0,0.0,0.0,0.0,0.0,12,0,0,0
12,12,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84090209007,0.0,0.0,0.0,0.0,0.0,12,0,0,0
13,13,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99088811874,0.0,0.0,0.0,0.0,0.0,12,0,0,0
14,14,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3242349625,0.0,0.0,0.0,0.0,0.0,12,0,0,0
15,15,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4075379372,0.0,0.0,0.0,0.0,0.0,12,0,0,0
16,16,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6908900738,0.0,0.0,0.0,0.0,0.0,12,0,0,0
17,17,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8408789635,0.0,0.0,0.0,0.0,0.0,12,0,0,0
18,18,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0574281216,0.0,0.0,0.0,0.0,0.0,12,0,0,0
19,19,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1907660961,0.0,0.0,0.0,0.0,0.0,12,0,0,0
20,20,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.624022007,0.0,0.0,0.0,0.0,0.0,12,0,0,0
21,21,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5239970684,0.0,0.0,0.0,0.0,0.0,12,0,0,0
22,22,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4572679996,0.0,0.0,0.0,0.0,0.0,12,0,0,0
23,23,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6405389309,0.0,0.0,0.0,0.0,0.0,12,0,0,0
24,24,74.0,22221.0,1.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6553180218,0.0,0.0,0.0,0.0,0.0,12,0,0,0
25,25,74.0,22221.0,1.0,2.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.755562067,4.47278189659,0.0,0.0,0.0,0.0,12,0,0,0
26,26,74.0,22221.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3439900875,0.0,0.0,0.0,0.0,0.0,12,0,0,0
27,27,74.0,22221.0,1.0,2.0,1.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8439660072,2.04770803452,0.0,0.0,0.0,0.0,12,0,0,0
