5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,3,4,8,10,4,25,6,10,40,5,10,6,10,20,6,13,10,3,5
2,6,7,9,11,13,16,20,25,28,32,34,37,42,44,46,48,50,59,66
