5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,4,0,18,0,0,11,0,20,4,13,6,21,36,19,0,0,0,0,0
0,0,0,0,33,0,27,27,14,28,18,0,0,0,0,0,0,0,0,0
