5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
7,16,22,30,41,47,51,56,60,66,71,70,58,45,35,32,24,18,12,8
69,87,87,89,93,96,96,90,81,70,55,33,28,20,15,12,8,6,1,2
