5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,3,3,4,6,6,7,7,10,12,15,12,9,11,17,23,28,36,41,26
0,1,1,2,2,12,22,22,19,23,19,18,12,3,3,5,4,0,0,0
