5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
2,7,13,19,23,28,32,40,45,50,45,40,35,30,25,20,15,10,5,1
0,25,30,35,40,50,45,40,35,30,25,21,15,10,5,1,0,0,0,0
