5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
6,22,20,28,36,24,16,22,14,13,16,24,26,19,7,7,13,17,20,12
15,7,14,21,29,11,21,28,30,36,32,28,23,16,19,24,21,17,9,15
