5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
12,13,14,15,17,19,23,25,31,38,50,38,33,28,23,18,17,16,13,12
18,18,16,12,8,11,15,18,22,26,32,26,21,16,12,8,12,14,17,20
