5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,0,0,10,15,10,25,30,0,25,15,5,0,0,0,0,0,0,0,1
0,3,7,12,20,18,20,15,5,0,0,0,0,0,0,0,0,0,0,0
