5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,6,6,7,6,23,9,13,5,10,5,5,6,0,0,0,0,0,0,0
0,0,0,0,6,10,7,12,10,22,18,9,6,4,0,0,0,0,0,0
