5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,7,11,14,17,19,22,25,28,29,31,33,36,38,41,45,48,52,56,60
0,5,7,9,11,15,17,18,19,20,25,28,33,39,47,51,54,57,59,60
