0.018868,16,25
0.018868,17,25
0.018868,18,25
0.0075472,19,25
0.0037736,20,25
0,1,26
0.02,2,26
0.05,3,26
0.1,4,26
0.16,5,26
0.21,6,26
0.17,7,26
0.12,8,26
0.09,9,26
0.05,10,26
0.03,11,26
0,12,26
0,13,26
0,14,26
0,15,26
0,16,26
0,17,26
0,18,26
0,19,26
0,20,26
0,1,27
0.03,2,27
0.06,3,27
0.04,4,27
0.01,5,27
0.08,6,27
0.09,7,27
0.18,8,27
0.15,9,27
0,10,27
0.1,11,27
0.26,12,27
0,13,27
0,14,27
0,15,27
0,16,27
0,17,27
0,18,27
0,19,27
0,20,27
0.0027473,1,28
0.0082418,2,28
0.03022,3,28
0.046703,4,28
0.054945,5,28
0.098901,6,28
0.14286,7,28
0.16758,8,28
0.18956,9,28
0.15385,10,28
0.074176,11,28
0.019231,12,28
0.0082418,13,28
0.0027473,14,28
0,15,28
0,16,28
0,17,28
0,18,28
0,19,28
0,20,28
0.044025,1,29
0.046122,2,29
0.050314,3,29
0.056604,4,29
0.060797,5,29
0.062893,6,29
0.062893,7,29
0.06499,8,29
0.067086,9,29
0.083857,10,29
0.075472,11,29
0.062893,12,29
0.054507,13,29
0.050314,14,29
0.044025,15,29
0.037736,16,29
0.031447,17,29
0.023061,18,29
0.014675,19,29
0.0062893,20,29
0,1,30
0.059406,2,30
0.059406,3,30
0.069307,4,30
0.059406,5,30
0.22772,6,30
0.089109,7,30
0.12871,8,30
0.049505,9,30
0.09901,10,30
0.049505,11,30
0.049505,12,30
0.059406,13,30
0,14,30
0,15,30
0,16,30
0,17,30
0,18,30
0,19,30
0,20,30
0.0031546,1,31
0.012618,2,31
0.028391,3,31
0.031546,4,31
0.0347,5,31
0.0347,6,31
0.0347,7,31
0.066246,8,31
0.07571,9,31
0.10726,10,31
0.14511,11,31
0.10726,12,31
0.094637,13,31
0.078864,14,31
0.041009,15,31
0.028391,16,31
0.037855,17,31
0.025237,18,31
0.0063091,19,31
0.0063091,20,31
0,1,32
0,2,32
0,3,32
0.17143,4,32
0,5,32
0.24762,6,32
0,7,32
0,8,32
0.33333,9,32
0,10,32
0,11,32
0.14286,12,32
0,13,32
0,14,32
0,15,32
0.10476,16,32
0,17,32
0,18,32
0,19,32
0,20,32
0.0050251,1,33
0.015075,2,33
0.020101,3,33
0.040201,4,33
0.050251,5,33
0.020101,6,33
0.12563,7,33
0.030151,8,33
0.050251,9,33
0.20101,10,33
0.025126,11,33
0.050251,12,33
0.030151,13,33
0.050251,14,33
0.1005,15,33
0.030151,16,33
0.065327,17,33
0.050251,18,33
0.015075,19,33
0.025126,20,33
0.022792,1,34
0.037037,2,34
0.091168,3,34
0.19373,4,34
0.27635,5,34
0.24217,6,34
0.11111,7,34
0.017094,8,34
0.005698,9,34
0.002849,10,34
0,11,34
0,12,34
0,13,34
0,14,34
0,15,34
0,16,34
0,17,34
0,18,34
0,19,34
0,20,34
0,1,35
0,2,35
0.022556,3,35
0.075188,4,35
0.022556,5,35
0.022556,6,35
0.037594,7,35
0.030075,8,35
0.022556,9,35
0.075188,10,35
0.030075,11,35
0.075188,12,35
0.15038,13,35
0.075188,14,35
0.15789,15,35
0.082707,16,35
0.1203,17,35
0,18,35
0,19,35
0,20,35
0.0026247,1,36
0.044619,2,36
0.060367,3,36
0.041995,4,36
0.036745,5,36
0.03937,6,36
0.047244,7,36
0.070866,8,36
0.089239,9,36
0.10236,10,36
0.10236,11,36
0.10761,12,36
0.11811,13,36
0.055118,14,36
0.034121,15,36
0.010499,16,36
0.010499,17,36
0.010499,18,36
0.007874,19,36
0.007874,20,36
0,1,37
0.0040486,2,37
0.0080972,3,37
0.012146,4,37
0.016194,5,37
0.036437,6,37
0.068826,7,37
0.097166,8,37
0.12551,9,37
0.14575,10,37
0.12551,11,37
0.10526,12,37
0.080972,13,37
0.060729,14,37
0.044534,15,37
0.02834,16,37
0.016194,17,37
0.012146,18,37
0.0080972,19,37
0.0040486,20,37
0,1,38
0,2,38
0,3,38
0,4,38
0.13986,5,38
0,6,38
0.2028,7,38
0.18881,8,38
0.15385,9,38
0,10,38
0.29371,11,38
0,12,38
0,13,38
0,14,38
0.020979,15,38
0,16,38
0,17,38
0,18,38
0,19,38
0,20,38
0,1,39
0.01,2,39
0.03,3,39
0.05,4,39
0.08,5,39
0.12,6,39
0.12,7,39
0.09,8,39
0.1,9,39
0.13,10,39
0.05,11,39
0.03,12,39
0.02,13,39
0.02,14,39
0.02,15,39
0.05,16,39
0.03,17,39
0.03,18,39
0.02,19,39
0,20,39
0,1,40
0,2,40
0.19802,3,40
0.20792,4,40
0.049505,5,40
0.049505,6,40
0,7,40
0,8,40
0,9,40
0,10,40
0.09901,11,40
0.09901,12,40
0.09901,13,40
0.049505,14,40
0.09901,15,40
0,16,40
0,17,40
0,18,40
0,19,40
0.049505,20,40
0.0094251,1,41
0.014138,2,41
0.02639,3,41
0.042413,4,41
0.04524,5,41
0.065975,6,41
0.087653,7,41
0.089538,8,41
0.091423,9,41
0.094251,10,41
0.084826,11,41
0.075401,12,41
0.065975,13,41
0.05655,14,41
0.047125,15,41
0.0377,16,41
0.028275,17,41
0.01885,18,41
0.0094251,19,41
0.0094251,20,41
0.0019231,1,42
0.0067308,2,42
0.0125,3,42
0.017308,4,42
0.024038,5,42
0.028846,6,42
0.033654,7,42
0.038462,8,42
0.043269,9,42
0.048077,10,42
0.052885,11,42
0.057692,12,42
0.0625,13,42
0.067308,14,42
0.072115,15,42
0.076923,16,42
0.081731,17,42
0.086538,18,42
0.091346,19,42
0.096154,20,42
0.009009,1,43
0.013514,2,43
0.018018,3,43
0.022523,4,43
0.027027,5,43
0.031532,6,43
0.036036,7,43
0.040541,8,43
0.045045,9,43
0.045045,10,43
0.04955,11,43
0.054054,12,43
0.054054,13,43
0.058559,14,43
0.063063,15,43
0.067568,16,43
0.072072,17,43
0.081081,18,43
0.099099,19,43
0.11261,20,43
0,1,44
0,2,44
0,3,44
0,4,44
0,5,44
0,6,44
0,7,44
0,8,44
0,9,44
1,10,44
0,11,44
0,12,44
0,13,44
0,14,44
0,15,44
0,16,44
0,17,44
0,18,44
0,19,44
0,20,44
0,1,45
0.01087,2,45
0.01087,3,45
0.014493,4,45
0.021739,5,45
0.021739,6,45
0.025362,7,45
0.025362,8,45
0.036232,9,45
0.043478,10,45
0.054348,11,45
0.043478,12,45
0.032609,13,45
0.039855,14,45
0.061594,15,45
0.083333,16,45
0.10145,17,45
0.13043,18,45
0.14855,19,45
0.094203,20,45
0,1,46
0,2,46
0,3,46
0,4,46
0,5,46
0,6,46
0,7,46
0,8,46
0.25,9,46
0.5,10,46
0.25,11,46
0,12,46
0,13,46
0,14,46
0,15,46
0,16,46
0,17,46
0,18,46
0,19,46
0,20,46
0.052632,1,47
0.019737,2,47
0.032895,3,47
0.039474,4,47
0.046053,5,47
0.059211,6,47
0.072368,7,47
0.085526,8,47
0.10526,9,47
0.125,10,47
0.10526,11,47
0.072368,12,47
0.046053,13,47
0.039474,14,47
0.032895,15,47
0.019737,16,47
0.013158,17,47
0.013158,18,47
0.013158,19,47
0.0065789,20,47
0.0053619,1,48
0.018767,2,48
0.032172,3,48
0.040214,4,48
0.048257,5,48
0.058981,6,48
0.069705,7,48
0.088472,8,48
0.10456,9,48
0.12601,10,48
0.10456,11,48
0.085791,12,48
0.067024,13,48
0.050938,14,48
0.037534,15,48
0.02681,16,48
0.016086,17,48
0.010724,18,48
0.0053619,19,48
0.002681,20,48
0,1,49
0,2,49
0,3,49
0,4,49
0,5,49
0.33,6,49
0,7,49
0,8,49
0,9,49
0.33,10,49
0,11,49
0,12,49
0.33,13,49
0,14,49
0,15,49
0,16,49
0,17,49
0,18,49
0,19,49
0.01,20,49
0,1,50
0.039604,2,50
0.16832,3,50
0,4,50
0,5,50
0.28713,6,50
0,7,50
0,8,50
0,9,50
0.079208,10,50
0,11,50
0.15842,12,50
0,13,50
0,14,50
0.18812,15,50
0,16,50
0,17,50
0.079208,18,50
0,19,50
0,20,50
0.0023753,1,51
0.014252,2,51
0.021378,3,51
0.030879,4,51
0.04038,5,51
0.054632,6,51
0.066508,7,51
0.078385,8,51
0.083135,9,51
0.092637,10,51
0.085511,11,51
0.078385,12,51
0.073634,13,51
0.066508,14,51
0.059382,15,51
0.047506,16,51
0.038005,17,51
0.033254,18,51
0.023753,19,51
0.0095012,20,51
0,1,52
0,2,52
0,3,52
0,4,52
0,5,52
0,6,52
0,7,52
0,8,52
0,9,52
0,10,52
0,11,52
0,12,52
0,13,52
0,14,52
0,15,52
0.039604,16,52
0,17,52
0,18,52
0,19,52
0.9604,20,52
0.0018553,1,53
0.018553,2,53
0.03154,3,53
0.092764,4,53
0.064935,5,53
0.053803,6,53
0.06679,7,53
0.072356,8,53
0.061224,9,53
0.072356,10,53
0.06679,11,53
0.038961,12,53
0.027829,13,53
0.029685,14,53
0.040816,15,53
0.064935,16,53
0.038961,17,53
0.024119,18,53
0.020408,19,53
0.11132,20,53
0.0079365,1,54
0.015873,2,54
0.015873,3,54
0.031746,4,54
0.047619,5,54
0.015873,6,54
0.031746,7,54
0.063492,8,54
0.047619,9,54
0.063492,10,54
0.071429,11,54
0.079365,12,54
0.087302,13,54
0.11111,14,54
0.11905,15,54
0.087302,16,54
0.047619,17,54
0.02381,18,54
0.015873,19,54
0.015873,20,54
0.025974,1,55
0.032468,2,55
0.032468,3,55
0.038961,4,55
0.045455,5,55
0.051948,6,55
0.064935,7,55
0.071429,8,55
0.071429,9,55
0.071429,10,55
0.071429,11,55
0.071429,12,55
0.064935,13,55
0.058442,14,55
0.051948,15,55
0.045455,16,55
0.038961,17,55
0.032468,18,55
0.032468,19,55
0.025974,20,55
0,1,56
0.01,2,56
0.01,3,56
0.02,4,56
0.11,5,56
0.02,6,56
0.01,7,56
0.04,8,56
0.02,9,56
0.07,10,56
0.15,11,56
0.15,12,56
0.06,13,56
0.02,14,56
0.01,15,56
0.01,16,56
0.02,17,56
0.08,18,56
0.09,19,56
0.1,20,56
0.02,1,57
0.02,2,57
0.02,3,57
0.02,4,57
0.02,5,57
0.02,6,57
0.05,7,57
0.1,8,57
0.13,9,57
0.18,10,57
0.13,11,57
0.1,12,57
0.05,13,57
0.02,14,57
0.02,15,57
0.02,16,57
0.02,17,57
0.02,18,57
0.02,19,57
0.02,20,57
0.0018975,1,58
0.0094877,2,58
0.018975,3,58
0.037951,4,58
0.047438,5,58
0.056926,6,58
0.066414,7,58
0.075901,8,58
0.085389,9,58
0.10436,10,58
0.094877,11,58
0.085389,12,58
0.075901,13,58
0.066414,14,58
0.056926,15,58
0.047438,16,58
0.037951,17,58
0.018975,18,58
0.0094877,19,58
0.0018975,20,58
0,1,59
0.19231,2,59
0.28846,3,59
0.38462,4,59
0.096154,5,59
0.019231,6,59
0.0096154,7,59
0.0096154,8,59
0,9,59
0,10,59
0,11,59
0,12,59
0,13,59
0,14,59
0,15,59
0,16,59
0,17,59
0,18,59
0,19,59
0,20,59
0.0060241,1,60
0.012048,2,60
0.012048,3,60
0.018072,4,60
0.042169,5,60
0.042169,6,60
0.036145,7,60
0.048193,8,60
0.13855,9,60
0.12651,10,60
0.16265,11,60
0.084337,12,60
0.1506,13,60
0.042169,14,60
0.018072,15,60
0.018072,16,60
0.018072,17,60
0.012048,18,60
0.0060241,19,60
0.0060241,20,60
0,1,61
0,2,61
0,3,61
0,4,61
0.029703,5,61
0.049505,6,61
0.09901,7,61
0.14851,8,61
0.14851,9,61
0.19802,10,61
0.14851,11,61
0.09901,12,61
0.049505,13,61
0.029703,14,61
0,15,61
0,16,61
0,17,61
0,18,61
0,19,61
0,20,61
0.02439,1,62
0.03252,2,62
0.04065,3,62
0.04878,4,62
0.065041,5,62
0.097561,6,62
0.13008,7,62
0.11382,8,62
0.097561,9,62
0.081301,10,62
0.04878,11,62
0.03252,12,62
0.03252,13,62
0.02439,14,62
0.02439,15,62
0.02439,16,62
0.03252,17,62
0.02439,18,62
0.0081301,19,62
0.01626,20,62
0,1,63
0,2,63
0,3,63
0,4,63
0,5,63
0.046729,6,63
0.074766,7,63
0.14953,8,63
0.23364,9,63
0.29907,10,63
0.19626,11,63
0,12,63
0,13,63
0,14,63
0,15,63
0,16,63
0,17,63
0,18,63
0,19,63
0,20,63
0,1,64
0,2,64
0,3,64
0,4,64
0,5,64
0,6,64
0,7,64
0.080882,8,64
0.18382,9,64
0.21324,10,64
0.22059,11,64
0.20588,12,64
0.095588,13,64
0,14,64
0,15,64
0,16,64
0,17,64
0,18,64
0,19,64
0,20,64
0.015106,1,65
0.018127,2,65
0.028701,3,65
0.036254,4,65
0.042296,5,65
0.05136,6,65
0.058912,7,65
0.066465,8,65
0.075529,9,65
0.089124,10,65
0.1148,11,65
0.098187,12,65
0.08006,13,65
0.066465,14,65
0.05287,15,65
0.039275,16,65
0.028701,17,65
0.018127,18,65
0.012085,19,65
0.0075529,20,65
0.0043103,1,66
0.0086207,2,66
0.012931,3,66
0.017241,4,66
0.034483,5,66
0.051724,6,66
0.068966,7,66
0.086207,8,66
0.12069,9,66
0.18103,10,66
0.12069,11,66
0.086207,12,66
0.068966,13,66
0.051724,14,66
0.034483,15,66
0.017241,16,66
0.012931,17,66
0.0086207,18,66
0.0043103,19,66
0.0086207,20,66
0.0055866,1,67
0.0055866,2,67
0.011173,3,67
0.03352,4,67
0.039106,5,67
0.061453,6,67
0.089385,7,67
0.10615,8,67
0.13408,9,67
0.15642,10,67
0.11732,11,67
0.067039,12,67
0.039106,13,67
0.03352,14,67
0.03352,15,67
0.022346,16,67
0.022346,17,67
0.011173,18,67
0.0055866,19,67
0.0055866,20,67
0,1,68
0.0091743,2,68
0.018349,3,68
0.027523,4,68
0.027523,5,68
0.045872,6,68
0.10092,7,68
0.12844,8,68
0.16514,9,68
0.14679,10,68
0.11009,11,68
0.091743,12,68
0.055046,13,68
0.027523,14,68
0.018349,15,68
0.0091743,16,68
0.0091743,17,68
0.0091743,18,68
0,19,68
0,20,68
0,1,69
0.0052632,2,69
0.010526,3,69
0.026316,4,69
0.063158,5,69
0.089474,6,69
0.12632,7,69
0.16842,8,69
0.15263,9,69
0.12632,10,69
0.1,11,69
0.068421,12,69
0.042105,13,69
0.015789,14,69
0.0052632,15,69
0,16,69
0,17,69
0,18,69
0,19,69
0,20,69
0,1,70
0,2,70
0,3,70
0.05,4,70
0.05,5,70
0.2,6,70
0.2,7,70
0.1,8,70
0.1,9,70
0.05,10,70
0.1,11,70
0.1,12,70
0,13,70
0.05,14,70
0,15,70
0,16,70
0,17,70
0,18,70
0,19,70
0,20,70
0.0061728,1,71
0.024691,2,71
0.04321,3,71
0.061728,4,71
0.08642,5,71
0.10494,6,71
0.12346,7,71
0.12346,8,71
0.11728,9,71
0.092593,10,71
0.067901,11,71
0.049383,12,71
0.030864,13,71
0.024691,14,71
0.012346,15,71
0.0061728,16,71
0.0061728,17,71
0.0061728,18,71
0.0061728,19,71
0.0061728,20,71
0.00998,1,72
0.01996,2,72
0.02994,3,72
0.03992,4,72
0.0499,5,72
0.05988,6,72
0.06986,7,72
0.07984,8,72
0.08982,9,72
0.0998,10,72
0.08982,11,72
0.07984,12,72
0.06986,13,72
0.05988,14,72
0.0499,15,72
0.03992,16,72
0.02994,17,72
0.01996,18,72
0.00998,19,72
0.001996,20,72
0.009901,1,73
0.019802,2,73
0.029703,3,73
0.049505,4,73
0.049505,5,73
0.059406,6,73
0.069307,7,73
0.079208,8,73
0.079208,9,73
0.10891,10,73
0.089109,11,73
0.079208,12,73
0.069307,13,73
0.049505,14,73
0.049505,15,73
0.039604,16,73
0.029703,17,73
0.019802,18,73
0.009901,19,73
0.009901,20,73
0,1,74
0.05,2,74
0.08,3,74
0.18,4,74
0,5,74
0,6,74
0.33,7,74
0,8,74
0.1,9,74
0.24,10,74
0,11,74
0.02,12,74
0,13,74
0,14,74
0,15,74
0,16,74
0,17,74
0,18,74
0,19,74
0,20,74
0,1,75
0.028011,2,75
0.022409,3,75
0.022409,4,75
0.022409,5,75
0.019608,6,75
0.019608,7,75
0.022409,8,75
0.02521,9,75
0.030812,10,75
0.033613,11,75
0.036415,12,75
0.044818,13,75
0.05042,14,75
0.058824,15,75
0.067227,16,75
0.086835,17,75
0.11204,18,75
0.13445,19,75
0.16246,20,75
0.19337,1,76
0.14917,2,76
0.1326,3,76
0,4,76
0,5,76
0,6,76
0,7,76
0,8,76
0.060773,9,76
0.071823,10,76
0.088398,11,76
0,12,76
0.066298,13,76
0,14,76
0.082873,15,76
0,16,76
0.055249,17,76
0,18,76
0,19,76
0.099448,20,76
0.020921,1,77
0.025105,2,77
0.031381,3,77
0.054393,4,77
0.083682,5,77
0.083682,6,77
0.083682,7,77
0.087866,8,77
0.09205,9,77
0.073222,10,77
0.08159,11,77
0.052301,12,77
0.054393,13,77
0.046025,14,77
0.039749,15,77
0.033473,16,77
0.029289,17,77
0.012552,18,77
0.01046,19,77
0.0041841,20,77
0.01,1,78
0.04,2,78
0.05,3,78
0.06,4,78
0.06,5,78
0.06,6,78
0.06,7,78
0.04,8,78
0.04,9,78
0.04,10,78
0.06,11,78
0.06,12,78
0.08,13,78
0.08,14,78
0.08,15,78
0.07,16,78
0.05,17,78
0.02,18,78
0.02,19,78
0.02,20,78
0,1,79
0,2,79
0.10811,3,79
0.040541,4,79
0.047297,5,79
0.060811,6,79
0.060811,7,79
0.054054,8,79
0.047297,9,79
0.087838,10,79
0.10811,11,79
0.10135,12,79
0.087838,13,79
0.054054,14,79
0.040541,15,79
0.054054,16,79
0.027027,17,79
0.0067568,18,79
0.0067568,19,79
0.0067568,20,79
0.08,1,80
0.08,2,80
0.072,3,80
0.064,4,80
0.056,5,80
0.048,6,80
0.04,7,80
0.024,8,80
0.016,9,80
0.008,10,80
0.016,11,80
0.024,12,80
0.032,13,80
0.04,14,80
0.048,15,80
0.056,16,80
0.064,17,80
0.072,18,80
0.08,19,80
0.08,20,80
0.0090992,1,81
0.018198,2,81
0.027298,3,81
0.036397,4,81
0.045496,5,81
0.054595,6,81
0.063694,7,81
0.072793,8,81
0.081893,9,81
0.090992,10,81
0.090992,11,81
0.081893,12,81
0.072793,13,81
0.063694,14,81
0.054595,15,81
0.045496,16,81
0.036397,17,81
0.026388,18,81
0.018198,19,81
0.0090992,20,81
0.014409,1,82
0.020173,2,82
0.023055,3,82
0.028818,4,82
0.034582,5,82
0.048991,6,82
0.066282,7,82
0.083573,8,82
0.10663,9,82
0.14409,10,82
0.10663,11,82
0.083573,12,82
0.066282,13,82
0.048991,14,82
0.034582,15,82
0.028818,16,82
0.023055,17,82
0.020173,18,82
0.011527,19,82
0.0057637,20,82
0,1,83
0,2,83
0.079208,3,83
0.12871,4,83
0.26733,5,83
0.09901,6,83
0.09901,7,83
0.079208,8,83
0.10891,9,83
0.11881,10,83
0.019802,11,83
0,12,83
0,13,83
0,14,83
0,15,83
0,16,83
0,17,83
0,18,83
0,19,83
0,20,83
0.023599,1,84
0.029499,2,84
0.035398,3,84
0.041298,4,84
0.047198,5,84
0.047198,6,84
0.058997,7,84
0.073746,8,84
0.079646,9,84
0.097345,10,84
0.14159,11,84
0.082596,12,84
0.061947,13,84
0.050147,14,84
0.038348,15,84
0.023599,16,84
0.020649,17,84
0.017699,18,84
0.020649,19,84
0.0088496,20,84
0.0018587,1,85
0.0037175,2,85
0.0055762,3,85
0.011152,4,85
0.02974,5,85
0.046468,6,85
0.066914,7,85
0.089219,8,85
0.10967,9,85
0.13569,10,85
0.13569,11,85
0.10967,12,85
0.089219,13,85
0.066914,14,85
0.046468,15,85
0.02974,16,85
0.011152,17,85
0.0055762,18,85
0.0037175,19,85
0.0018587,20,85
0.0082531,1,86
0.020633,2,86
0.026135,3,86
0.034388,4,86
0.038514,5,86
0.049519,6,86
0.061898,7,86
0.072902,8,86
0.088033,9,86
0.10179,10,86
0.088033,11,86
0.081155,12,86
0.077029,13,86
0.066025,14,86
0.061898,15,86
0.046768,16,86
0.037139,17,86
0.023384,18,86
0.011004,19,86
0.0055021,20,86
0,1,87
0,2,87
0,3,87
0,4,87
0,5,87
0,6,87
0,7,87
0,8,87
0,9,87
0,10,87
0.16541,11,87
0.26316,12,87
0.52632,13,87
0.022556,14,87
0.022556,15,87
0,16,87
0,17,87
0,18,87
0,19,87
0,20,87
0.01,1,88
0.01,2,88
0.01,3,88
0.01,4,88
0.03,5,88
0.04,6,88
0.08,7,88
0.32,8,88
0.22,9,88
0.1,10,88
0.05,11,88
0.03,12,88
0.02,13,88
0.01,14,88
0.01,15,88
0.01,16,88
0.01,17,88
0.01,18,88
0.01,19,88
0.01,20,88
0,1,89
0.012448,2,89
0.024896,3,89
0.043568,4,89
0.070539,5,89
0.074689,6,89
0.091286,7,89
0.11411,8,89
0.10996,9,89
0.10996,10,89
0.10581,11,89
0.082988,12,89
0.051867,13,89
0.039419,14,89
0.024896,15,89
0.018672,16,89
0.010373,17,89
0.0082988,18,89
0.0041494,19,89
0.0020747,20,89
0.01278,1,90
0.019169,2,90
0.022364,3,90
0.022364,4,90
0.031949,5,90
0.044728,6,90
0.054313,7,90
0.070288,8,90
0.083067,9,90
0.10543,10,90
0.095847,11,90
0.086262,12,90
0.076677,13,90
0.067093,14,90
0.060703,15,90
0.051118,16,90
0.038339,17,90
0.028754,18,90
0.019169,19,90
0.0095847,20,90
0.016575,1,91
0.060773,2,91
0.055249,3,91
0.077348,4,91
