5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,0,0,0,0,0,0,0,0,11,12,26,25,13,9,3,1,0,0,0
0,0,0,0,0,0,8,10,10,11,14,17,11,10,5,4,0,0,0,0
