5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,3,11,17,20,36,52,61,69,56,27,7,3,1,0,0,0,0,0,0
1,4,9,17,24,40,45,53,42,29,17,4,1,0,0,0,0,0,0,0
