5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
6,15,19,25,28,36,45,53,64,74,64,59,56,48,45,34,27,17,8,4
15,16,20,26,30,33,36,38,45,47,49,54,56,59,62,63,70,73,81,86
