,Unnamed: 0,Participant,GameID,Run,Trial,BalloonCount,PopPoint,Condition,P2,Fixation,Photo,NewBalloon,OutcomeScreen,Winner,Looking,SBRating,PressPump,ReleasePump,Tokens,CashIn,Pop,P2_PopPoint,P2_PressPump,P2_ReleasePump,P2_Tokens,P2_CashIn,P2_Pop,Onset,Dur,Restarted,HitBlockTime,Trigger,Break,Session,P2ID,Repeat,P2Repeat
0,0,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398480176926,6.3816678524,0.0,0.0,0.0,0.0,5,1,0,0
1,1,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81230401993,0.0,0.0,0.0,0.0,0.0,5,1,0,0
2,2,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.31245017052,2.41016077995,0.0,0.0,0.0,0.0,5,1,0,0
3,3,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7554960251,0.0,0.0,0.0,0.0,0.0,5,1,0,0
4,4,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5796740055,0.0,0.0,0.0,0.0,0.0,5,1,0,0
5,5,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8469390869,0.0,0.0,0.0,0.0,0.0,5,1,0,0
6,6,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6151001453,0.0,0.0,0.0,0.0,0.0,5,1,0,0
7,7,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8822231293,0.0,0.0,0.0,0.0,0.0,5,1,0,0
8,8,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3332030773,0.0,0.0,0.0,0.0,0.0,5,1,0,0
9,9,40.0,22223.0,1.0,1.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5669620037,0.0,0.0,0.0,0.0,0.0,5,1,0,0
