5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
0,0,5,5,5,10,10,10,10,5,5,5,5,5,5,5,5,5,0,0
0,5,8,10,8,8,10,10,8,8,5,5,5,5,5,0,0,0,0,0
