5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
8,3,5,6,7,9,11,13,16,19,16,11,7,6,5,3,2,2,2,1
7,6,6,8,7,7,7,9,12,13,15,11,6,2,3,2,2,3,3,1
