5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,2,6,6,9,5,4,4,3,8,6,8,8,10,6,5,3,3,2,1
0,0,2,3,3,5,14,38,42,30,34,48,37,28,24,18,9,5,2,3
