5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1,2,3,5,4,7,9,11,15,19,14,12,10,8,7,5,4,4,2,0
2,4,7,10,13,16,12,9,7,6,5,4,4,4,3,2,1,1,1,0
