5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
3,4,5,6,8,12,16,14,12,10,6,4,4,3,3,3,4,3,1,2
3,5,7,10,13,18,24,18,13,10,7,7,7,3,3,3,4,4,3,1
