,Unnamed: 0,Participant,GameID,Run,Trial,BalloonCount,PopPoint,Condition,P2,Fixation,Photo,NewBalloon,OutcomeScreen,Winner,Looking,SBRating,PressPump,ReleasePump,Tokens,CashIn,Pop,P2_PopPoint,P2_PressPump,P2_ReleasePump,P2_Tokens,P2_CashIn,P2_Pop,Onset,Dur,Restarted,HitBlockTime,Trigger,Break,Session,P2ID,Repeat,P2Repeat
0,0,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31717300415,6.07665085793,0.0,0.0,0.0,0.0,26,1,0,0
1,1,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49810290337,0.0,0.0,0.0,0.0,0.0,26,1,0,0
2,2,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99820899963,2.16498494148,0.0,0.0,0.0,0.0,26,1,0,0
3,3,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2075910568,0.0,0.0,0.0,0.0,0.0,26,1,0,0
4,4,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9045319557,0.0,0.0,0.0,0.0,0.0,26,1,0,0
5,5,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0214569569,0.0,0.0,0.0,0.0,0.0,26,1,0,0
6,6,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1884059906,0.0,0.0,0.0,0.0,0.0,26,1,0,0
7,7,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2886779308,0.0,0.0,0.0,0.0,0.0,26,1,0,0
8,8,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4889690876,0.0,0.0,0.0,0.0,0.0,26,1,0,0
9,9,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6058220863,0.0,0.0,0.0,0.0,0.0,26,1,0,0
10,10,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7561309338,0.0,0.0,0.0,0.0,0.0,26,1,0,0
11,11,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8563139439,0.0,0.0,0.0,0.0,0.0,26,1,0,0
12,12,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0567378998,0.0,0.0,0.0,0.0,0.0,26,1,0,0
13,13,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1569809914,0.0,0.0,0.0,0.0,0.0,26,1,0,0
14,14,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.373996973,0.0,0.0,0.0,0.0,0.0,26,1,0,0
15,15,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4742460251,0.0,0.0,0.0,0.0,0.0,26,1,0,0
16,16,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6579189301,0.0,0.0,0.0,0.0,0.0,26,1,0,0
17,17,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7914509773,0.0,0.0,0.0,0.0,0.0,26,1,0,0
18,18,149.0,22223.0,1.0,1.0,0.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9918820858,0.0,0.0,0.0,0.0,0.0,26,1,0,0
